Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Race,Year
0 days 01:13:03.344000,PER,11,0 days 00:01:37.838000,8.0,1.0,,,0 days 00:00:31.305000,0 days 00:00:42.428000,0 days 00:00:24.105000,0 days 01:11:56.833000,0 days 01:12:39.261000,0 days 01:13:03.366000,232.0,261.0,278.0,302.0,False,SOFT,11.0,False,Red Bull Racing,0 days 01:11:25.506000,2024-03-02 15:15:07.937,1,3.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:14:40.940000,PER,11,0 days 00:01:37.596000,9.0,1.0,,,0 days 00:00:31.145000,0 days 00:00:42.395000,0 days 00:00:24.056000,0 days 01:13:34.511000,0 days 01:14:16.906000,0 days 01:14:40.962000,228.0,257.0,278.0,302.0,False,SOFT,12.0,False,Red Bull Racing,0 days 01:13:03.344000,2024-03-02 15:16:45.775,1,3.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:16:18.570000,PER,11,0 days 00:01:37.630000,10.0,1.0,,,0 days 00:00:31.178000,0 days 00:00:42.322000,0 days 00:00:24.130000,0 days 01:15:12.140000,0 days 01:15:54.462000,0 days 01:16:18.592000,229.0,259.0,279.0,300.0,False,SOFT,13.0,False,Red Bull Racing,0 days 01:14:40.940000,2024-03-02 15:18:23.371,12,3.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:17:56.406000,PER,11,0 days 00:01:37.836000,11.0,1.0,,,0 days 00:00:31.054000,0 days 00:00:42.473000,0 days 00:00:24.309000,0 days 01:16:49.646000,0 days 01:17:32.119000,0 days 01:17:56.428000,233.0,258.0,282.0,300.0,False,SOFT,14.0,False,Red Bull Racing,0 days 01:16:18.570000,2024-03-02 15:20:01.001,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:19:36.683000,PER,11,0 days 00:01:40.277000,12.0,1.0,,0 days 01:19:34.991000,0 days 00:00:30.891000,0 days 00:00:42.506000,0 days 00:00:26.880000,0 days 01:18:27.319000,0 days 01:19:09.825000,0 days 01:19:36.705000,228.0,257.0,,312.0,False,SOFT,15.0,False,Red Bull Racing,0 days 01:17:56.406000,2024-03-02 15:21:38.837,1,3.0,False,,False,False,Bahrain Grand Prix,2024
0 days 01:21:34.307000,PER,11,0 days 00:01:57.624000,13.0,2.0,0 days 01:19:59.484000,,0 days 00:00:51.896000,0 days 00:00:41.803000,0 days 00:00:23.925000,0 days 01:20:28.601000,0 days 01:21:10.404000,0 days 01:21:34.329000,231.0,260.0,288.0,217.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:19:36.683000,2024-03-02 15:23:19.114,1,8.0,False,,False,False,Bahrain Grand Prix,2024
0 days 01:23:09.913000,PER,11,0 days 00:01:35.606000,14.0,2.0,,,0 days 00:00:30.063000,0 days 00:00:41.855000,0 days 00:00:23.688000,0 days 01:22:04.392000,0 days 01:22:46.247000,0 days 01:23:09.935000,234.0,263.0,279.0,320.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:21:34.307000,2024-03-02 15:25:16.738,1,6.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:24:46.728000,PER,11,0 days 00:01:36.815000,15.0,2.0,,,0 days 00:00:30.785000,0 days 00:00:41.795000,0 days 00:00:24.235000,0 days 01:23:40.720000,0 days 01:24:22.515000,0 days 01:24:46.750000,229.0,255.0,283.0,299.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:23:09.913000,2024-03-02 15:26:52.344,1,3.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:26:22.511000,PER,11,0 days 00:01:35.783000,16.0,2.0,,,0 days 00:00:30.569000,0 days 00:00:41.558000,0 days 00:00:23.656000,0 days 01:25:17.319000,0 days 01:25:58.877000,0 days 01:26:22.533000,228.0,256.0,277.0,316.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:24:46.728000,2024-03-02 15:28:29.159,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:27:58.965000,PER,11,0 days 00:01:36.454000,17.0,2.0,,,0 days 00:00:30.922000,0 days 00:00:41.823000,0 days 00:00:23.709000,0 days 01:26:53.455000,0 days 01:27:35.278000,0 days 01:27:58.987000,228.0,258.0,278.0,294.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:26:22.511000,2024-03-02 15:30:04.942,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:29:35.276000,PER,11,0 days 00:01:36.311000,18.0,2.0,,,0 days 00:00:30.803000,0 days 00:00:41.835000,0 days 00:00:23.673000,0 days 01:28:29.790000,0 days 01:29:11.625000,0 days 01:29:35.298000,235.0,259.0,278.0,291.0,False,HARD,6.0,True,Red Bull Racing,0 days 01:27:58.965000,2024-03-02 15:31:41.396,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:31:11.314000,PER,11,0 days 00:01:36.038000,19.0,2.0,,,0 days 00:00:30.702000,0 days 00:00:41.633000,0 days 00:00:23.703000,0 days 01:30:06,0 days 01:30:47.633000,0 days 01:31:11.336000,236.0,254.0,278.0,298.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:29:35.276000,2024-03-02 15:33:17.707,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:32:47.592000,PER,11,0 days 00:01:36.278000,20.0,2.0,,,0 days 00:00:30.918000,0 days 00:00:41.686000,0 days 00:00:23.674000,0 days 01:31:42.254000,0 days 01:32:23.940000,0 days 01:32:47.614000,230.0,260.0,278.0,298.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:31:11.314000,2024-03-02 15:34:53.745,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:34:23.757000,PER,11,0 days 00:01:36.165000,21.0,2.0,,,0 days 00:00:30.849000,0 days 00:00:41.610000,0 days 00:00:23.706000,0 days 01:33:18.463000,0 days 01:34:00.073000,0 days 01:34:23.779000,230.0,263.0,277.0,298.0,False,HARD,9.0,True,Red Bull Racing,0 days 01:32:47.592000,2024-03-02 15:36:30.023,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:35:59.794000,PER,11,0 days 00:01:36.037000,22.0,2.0,,,0 days 00:00:30.824000,0 days 00:00:41.536000,0 days 00:00:23.677000,0 days 01:34:54.603000,0 days 01:35:36.139000,0 days 01:35:59.816000,232.0,263.0,278.0,295.0,False,HARD,10.0,True,Red Bull Racing,0 days 01:34:23.757000,2024-03-02 15:38:06.188,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:37:36.043000,PER,11,0 days 00:01:36.249000,23.0,2.0,,,0 days 00:00:30.840000,0 days 00:00:41.729000,0 days 00:00:23.680000,0 days 01:36:30.656000,0 days 01:37:12.385000,0 days 01:37:36.065000,230.0,262.0,279.0,299.0,False,HARD,11.0,True,Red Bull Racing,0 days 01:35:59.794000,2024-03-02 15:39:42.225,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:39:12.254000,PER,11,0 days 00:01:36.211000,24.0,2.0,,,0 days 00:00:30.792000,0 days 00:00:41.687000,0 days 00:00:23.732000,0 days 01:38:06.857000,0 days 01:38:48.544000,0 days 01:39:12.276000,235.0,261.0,278.0,299.0,False,HARD,12.0,True,Red Bull Racing,0 days 01:37:36.043000,2024-03-02 15:41:18.474,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:40:48.598000,PER,11,0 days 00:01:36.344000,25.0,2.0,,,0 days 00:00:30.878000,0 days 00:00:41.719000,0 days 00:00:23.747000,0 days 01:39:43.154000,0 days 01:40:24.873000,0 days 01:40:48.620000,233.0,260.0,279.0,297.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:39:12.254000,2024-03-02 15:42:54.685,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:42:24.945000,PER,11,0 days 00:01:36.347000,26.0,2.0,,,0 days 00:00:30.938000,0 days 00:00:41.666000,0 days 00:00:23.743000,0 days 01:41:19.558000,0 days 01:42:01.224000,0 days 01:42:24.967000,232.0,263.0,278.0,298.0,False,HARD,14.0,True,Red Bull Racing,0 days 01:40:48.598000,2024-03-02 15:44:31.029,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:44:01.178000,PER,11,0 days 00:01:36.233000,27.0,2.0,,,0 days 00:00:30.853000,0 days 00:00:41.543000,0 days 00:00:23.837000,0 days 01:42:55.820000,0 days 01:43:37.363000,0 days 01:44:01.200000,235.0,263.0,279.0,299.0,False,HARD,15.0,True,Red Bull Racing,0 days 01:42:24.945000,2024-03-02 15:46:07.376,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:45:37.404000,PER,11,0 days 00:01:36.226000,28.0,2.0,,,0 days 00:00:30.929000,0 days 00:00:41.588000,0 days 00:00:23.709000,0 days 01:44:32.129000,0 days 01:45:13.717000,0 days 01:45:37.426000,233.0,264.0,279.0,299.0,False,HARD,16.0,True,Red Bull Racing,0 days 01:44:01.178000,2024-03-02 15:47:43.609,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:47:13.841000,PER,11,0 days 00:01:36.437000,29.0,2.0,,,0 days 00:00:30.926000,0 days 00:00:41.749000,0 days 00:00:23.762000,0 days 01:46:08.352000,0 days 01:46:50.101000,0 days 01:47:13.863000,228.0,263.0,279.0,298.0,False,HARD,17.0,True,Red Bull Racing,0 days 01:45:37.404000,2024-03-02 15:49:19.835,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:48:50.154000,PER,11,0 days 00:01:36.313000,30.0,2.0,,,0 days 00:00:30.916000,0 days 00:00:41.643000,0 days 00:00:23.754000,0 days 01:47:44.779000,0 days 01:48:26.422000,0 days 01:48:50.176000,230.0,263.0,279.0,299.0,False,HARD,18.0,True,Red Bull Racing,0 days 01:47:13.841000,2024-03-02 15:50:56.272,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:50:26.493000,PER,11,0 days 00:01:36.339000,31.0,2.0,,,0 days 00:00:30.843000,0 days 00:00:41.752000,0 days 00:00:23.744000,0 days 01:49:21.019000,0 days 01:50:02.771000,0 days 01:50:26.515000,231.0,263.0,279.0,299.0,False,HARD,19.0,True,Red Bull Racing,0 days 01:48:50.154000,2024-03-02 15:52:32.585,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:52:02.769000,PER,11,0 days 00:01:36.276000,32.0,2.0,,,0 days 00:00:30.856000,0 days 00:00:41.671000,0 days 00:00:23.749000,0 days 01:50:57.371000,0 days 01:51:39.042000,0 days 01:52:02.791000,233.0,263.0,279.0,300.0,False,HARD,20.0,True,Red Bull Racing,0 days 01:50:26.493000,2024-03-02 15:54:08.924,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:53:39.333000,PER,11,0 days 00:01:36.564000,33.0,2.0,,,0 days 00:00:30.907000,0 days 00:00:41.752000,0 days 00:00:23.905000,0 days 01:52:33.698000,0 days 01:53:15.450000,0 days 01:53:39.355000,230.0,264.0,279.0,299.0,False,HARD,21.0,True,Red Bull Racing,0 days 01:52:02.769000,2024-03-02 15:55:45.200,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:55:15.711000,PER,11,0 days 00:01:36.378000,34.0,2.0,,,0 days 00:00:30.840000,0 days 00:00:41.734000,0 days 00:00:23.804000,0 days 01:54:10.195000,0 days 01:54:51.929000,0 days 01:55:15.733000,233.0,265.0,279.0,301.0,False,HARD,22.0,True,Red Bull Racing,0 days 01:53:39.333000,2024-03-02 15:57:21.764,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:56:52.487000,PER,11,0 days 00:01:36.776000,35.0,2.0,,,0 days 00:00:30.938000,0 days 00:00:41.910000,0 days 00:00:23.928000,0 days 01:55:46.671000,0 days 01:56:28.581000,0 days 01:56:52.509000,231.0,261.0,279.0,299.0,False,HARD,23.0,True,Red Bull Racing,0 days 01:55:15.711000,2024-03-02 15:58:58.142,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:58:31.852000,PER,11,0 days 00:01:39.365000,36.0,2.0,,0 days 01:58:30.216000,0 days 00:00:31.014000,0 days 00:00:41.781000,0 days 00:00:26.570000,0 days 01:57:23.523000,0 days 01:58:05.304000,0 days 01:58:31.874000,234.0,264.0,,299.0,False,HARD,24.0,True,Red Bull Racing,0 days 01:56:52.487000,2024-03-02 16:00:34.918,1,2.0,False,,False,False,Bahrain Grand Prix,2024
0 days 02:00:27.660000,PER,11,0 days 00:01:55.808000,37.0,3.0,0 days 01:58:54.639000,,0 days 00:00:51.096000,0 days 00:00:41.214000,0 days 00:00:23.498000,0 days 01:59:22.970000,0 days 02:00:04.184000,0 days 02:00:27.682000,237.0,254.0,280.0,223.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:58:31.852000,2024-03-02 16:02:14.283,1,2.0,False,,False,False,Bahrain Grand Prix,2024
0 days 02:02:02.464000,PER,11,0 days 00:01:34.804000,38.0,3.0,,,0 days 00:00:30.581000,0 days 00:00:40.931000,0 days 00:00:23.292000,0 days 02:00:58.263000,0 days 02:01:39.194000,0 days 02:02:02.486000,233.0,256.0,281.0,295.0,True,SOFT,2.0,True,Red Bull Racing,0 days 02:00:27.660000,2024-03-02 16:04:10.091,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:03:37.071000,PER,11,0 days 00:01:34.607000,39.0,3.0,,,0 days 00:00:30.563000,0 days 00:00:40.893000,0 days 00:00:23.151000,0 days 02:02:33.049000,0 days 02:03:13.942000,0 days 02:03:37.093000,233.0,260.0,281.0,294.0,True,SOFT,3.0,True,Red Bull Racing,0 days 02:02:02.464000,2024-03-02 16:05:44.895,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:05:11.435000,PER,11,0 days 00:01:34.364000,40.0,3.0,,,0 days 00:00:30.400000,0 days 00:00:40.772000,0 days 00:00:23.192000,0 days 02:04:07.493000,0 days 02:04:48.265000,0 days 02:05:11.457000,234.0,257.0,281.0,297.0,True,SOFT,4.0,True,Red Bull Racing,0 days 02:03:37.071000,2024-03-02 16:07:19.502,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:06:45.835000,PER,11,0 days 00:01:34.400000,41.0,3.0,,,0 days 00:00:30.351000,0 days 00:00:40.884000,0 days 00:00:23.165000,0 days 02:05:41.808000,0 days 02:06:22.692000,0 days 02:06:45.857000,239.0,258.0,281.0,301.0,False,SOFT,5.0,True,Red Bull Racing,0 days 02:05:11.435000,2024-03-02 16:08:53.866,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:08:20.360000,PER,11,0 days 00:01:34.525000,42.0,3.0,,,0 days 00:00:30.299000,0 days 00:00:40.985000,0 days 00:00:23.241000,0 days 02:07:16.156000,0 days 02:07:57.141000,0 days 02:08:20.382000,238.0,260.0,281.0,301.0,False,SOFT,6.0,True,Red Bull Racing,0 days 02:06:45.835000,2024-03-02 16:10:28.266,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:09:55.157000,PER,11,0 days 00:01:34.797000,43.0,3.0,,,0 days 00:00:30.403000,0 days 00:00:41.148000,0 days 00:00:23.246000,0 days 02:08:50.785000,0 days 02:09:31.933000,0 days 02:09:55.179000,236.0,262.0,281.0,301.0,False,SOFT,7.0,True,Red Bull Racing,0 days 02:08:20.360000,2024-03-02 16:12:02.791,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:11:29.956000,PER,11,0 days 00:01:34.799000,44.0,3.0,,,0 days 00:00:30.389000,0 days 00:00:41.028000,0 days 00:00:23.382000,0 days 02:10:25.568000,0 days 02:11:06.596000,0 days 02:11:29.978000,235.0,257.0,282.0,298.0,False,SOFT,8.0,True,Red Bull Racing,0 days 02:09:55.157000,2024-03-02 16:13:37.588,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:13:04.548000,PER,11,0 days 00:01:34.592000,45.0,3.0,,,0 days 00:00:30.338000,0 days 00:00:40.986000,0 days 00:00:23.268000,0 days 02:12:00.316000,0 days 02:12:41.302000,0 days 02:13:04.570000,234.0,263.0,281.0,298.0,False,SOFT,9.0,True,Red Bull Racing,0 days 02:11:29.956000,2024-03-02 16:15:12.387,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:14:39.392000,PER,11,0 days 00:01:34.844000,46.0,3.0,,,0 days 00:00:30.410000,0 days 00:00:41.109000,0 days 00:00:23.325000,0 days 02:13:34.980000,0 days 02:14:16.089000,0 days 02:14:39.414000,233.0,262.0,281.0,297.0,False,SOFT,10.0,True,Red Bull Racing,0 days 02:13:04.548000,2024-03-02 16:16:46.979,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:16:14.122000,PER,11,0 days 00:01:34.730000,47.0,3.0,,,0 days 00:00:30.281000,0 days 00:00:41.074000,0 days 00:00:23.375000,0 days 02:15:09.695000,0 days 02:15:50.769000,0 days 02:16:14.144000,235.0,262.0,281.0,299.0,False,SOFT,11.0,True,Red Bull Racing,0 days 02:14:39.392000,2024-03-02 16:18:21.823,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:17:49.007000,PER,11,0 days 00:01:34.885000,48.0,3.0,,,0 days 00:00:30.358000,0 days 00:00:41.147000,0 days 00:00:23.380000,0 days 02:16:44.502000,0 days 02:17:25.649000,0 days 02:17:49.029000,234.0,264.0,281.0,302.0,False,SOFT,12.0,True,Red Bull Racing,0 days 02:16:14.122000,2024-03-02 16:19:56.553,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:19:23.973000,PER,11,0 days 00:01:34.966000,49.0,3.0,,,0 days 00:00:30.400000,0 days 00:00:41.133000,0 days 00:00:23.433000,0 days 02:18:19.429000,0 days 02:19:00.562000,0 days 02:19:23.995000,234.0,262.0,281.0,300.0,False,SOFT,13.0,True,Red Bull Racing,0 days 02:17:49.007000,2024-03-02 16:21:31.438,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:20:59.055000,PER,11,0 days 00:01:35.082000,50.0,3.0,,,0 days 00:00:30.366000,0 days 00:00:41.337000,0 days 00:00:23.379000,0 days 02:19:54.361000,0 days 02:20:35.698000,0 days 02:20:59.077000,236.0,263.0,281.0,301.0,False,SOFT,14.0,True,Red Bull Racing,0 days 02:19:23.973000,2024-03-02 16:23:06.404,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:22:33.995000,PER,11,0 days 00:01:34.940000,51.0,3.0,,,0 days 00:00:30.360000,0 days 00:00:41.144000,0 days 00:00:23.436000,0 days 02:21:29.437000,0 days 02:22:10.581000,0 days 02:22:34.017000,235.0,265.0,281.0,304.0,False,SOFT,15.0,True,Red Bull Racing,0 days 02:20:59.055000,2024-03-02 16:24:41.486,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:24:09.178000,PER,11,0 days 00:01:35.183000,52.0,3.0,,,0 days 00:00:30.577000,0 days 00:00:41.129000,0 days 00:00:23.477000,0 days 02:23:04.594000,0 days 02:23:45.723000,0 days 02:24:09.200000,234.0,266.0,282.0,299.0,False,SOFT,16.0,True,Red Bull Racing,0 days 02:22:33.995000,2024-03-02 16:26:16.426,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:25:45.020000,PER,11,0 days 00:01:35.842000,53.0,3.0,,,0 days 00:00:30.638000,0 days 00:00:41.522000,0 days 00:00:23.682000,0 days 02:24:39.838000,0 days 02:25:21.360000,0 days 02:25:45.042000,235.0,266.0,281.0,299.0,False,SOFT,17.0,True,Red Bull Racing,0 days 02:24:09.178000,2024-03-02 16:27:51.609,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:27:20.479000,PER,11,0 days 00:01:35.459000,54.0,3.0,,,0 days 00:00:30.578000,0 days 00:00:41.382000,0 days 00:00:23.499000,0 days 02:26:15.620000,0 days 02:26:57.002000,0 days 02:27:20.501000,234.0,265.0,282.0,302.0,False,SOFT,18.0,True,Red Bull Racing,0 days 02:25:45.020000,2024-03-02 16:29:27.451,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:28:56.090000,PER,11,0 days 00:01:35.611000,55.0,3.0,,,0 days 00:00:30.683000,0 days 00:00:41.420000,0 days 00:00:23.508000,0 days 02:27:51.184000,0 days 02:28:32.604000,0 days 02:28:56.112000,233.0,264.0,282.0,303.0,False,SOFT,19.0,True,Red Bull Racing,0 days 02:27:20.479000,2024-03-02 16:31:02.910,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:30:31.658000,PER,11,0 days 00:01:35.568000,56.0,3.0,,,0 days 00:00:30.539000,0 days 00:00:41.406000,0 days 00:00:23.623000,0 days 02:29:26.651000,0 days 02:30:08.057000,0 days 02:30:31.680000,235.0,266.0,283.0,304.0,False,SOFT,20.0,True,Red Bull Racing,0 days 02:28:56.090000,2024-03-02 16:32:38.521,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 02:32:07.404000,PER,11,0 days 00:01:35.746000,57.0,3.0,,,0 days 00:00:30.521000,0 days 00:00:41.600000,0 days 00:00:23.625000,0 days 02:31:02.201000,0 days 02:31:43.801000,0 days 02:32:07.426000,236.0,267.0,282.0,306.0,False,SOFT,21.0,True,Red Bull Racing,0 days 02:30:31.658000,2024-03-02 16:34:14.089,1,2.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:01:40.825000,SAI,55,0 days 00:01:40.620000,1.0,1.0,,,,0 days 00:00:42.861000,0 days 00:00:23.765000,,0 days 01:01:17.207000,0 days 01:01:40.944000,233.0,249.0,280.0,256.0,False,SOFT,4.0,False,Ferrari,0 days 00:59:59.911000,2024-03-02 15:03:42.342,12,5.0,False,,False,False,Bahrain Grand Prix,2024
0 days 01:03:18.061000,SAI,55,0 days 00:01:37.236000,2.0,1.0,,,0 days 00:00:30.974000,0 days 00:00:42.366000,0 days 00:00:23.896000,0 days 01:02:11.850000,0 days 01:02:54.216000,0 days 01:03:18.112000,235.0,244.0,279.0,297.0,True,SOFT,5.0,False,Ferrari,0 days 01:01:40.825000,2024-03-02 15:05:23.256,1,5.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:04:55.141000,SAI,55,0 days 00:01:37.080000,3.0,1.0,,,0 days 00:00:31.049000,0 days 00:00:42.179000,0 days 00:00:23.852000,0 days 01:03:49.161000,0 days 01:04:31.340000,0 days 01:04:55.192000,233.0,246.0,280.0,300.0,True,SOFT,6.0,False,Ferrari,0 days 01:03:18.061000,2024-03-02 15:07:00.492,1,5.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:06:32.405000,SAI,55,0 days 00:01:37.264000,4.0,1.0,,,0 days 00:00:30.957000,0 days 00:00:42.373000,0 days 00:00:23.934000,0 days 01:05:26.149000,0 days 01:06:08.522000,0 days 01:06:32.456000,234.0,245.0,285.0,304.0,False,SOFT,7.0,False,Ferrari,0 days 01:04:55.141000,2024-03-02 15:08:37.572,1,5.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:08:10.437000,SAI,55,0 days 00:01:38.032000,5.0,1.0,,,0 days 00:00:30.967000,0 days 00:00:42.821000,0 days 00:00:24.244000,0 days 01:07:03.423000,0 days 01:07:46.244000,0 days 01:08:10.488000,232.0,245.0,286.0,324.0,False,SOFT,8.0,False,Ferrari,0 days 01:06:32.405000,2024-03-02 15:10:14.836,1,5.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:09:48.178000,SAI,55,0 days 00:01:37.741000,6.0,1.0,,,0 days 00:00:30.879000,0 days 00:00:42.803000,0 days 00:00:24.059000,0 days 01:08:41.367000,0 days 01:09:24.170000,0 days 01:09:48.229000,233.0,243.0,286.0,325.0,False,SOFT,9.0,False,Ferrari,0 days 01:08:10.437000,2024-03-02 15:11:52.868,1,5.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:11:26.438000,SAI,55,0 days 00:01:38.260000,7.0,1.0,,,0 days 00:00:30.847000,0 days 00:00:43.148000,0 days 00:00:24.265000,0 days 01:10:19.076000,0 days 01:11:02.224000,0 days 01:11:26.489000,234.0,242.0,286.0,326.0,False,SOFT,10.0,False,Ferrari,0 days 01:09:48.178000,2024-03-02 15:13:30.609,1,5.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:13:04.621000,SAI,55,0 days 00:01:38.183000,8.0,1.0,,,0 days 00:00:31.341000,0 days 00:00:42.701000,0 days 00:00:24.141000,0 days 01:11:57.830000,0 days 01:12:40.531000,0 days 01:13:04.672000,232.0,246.0,287.0,316.0,False,SOFT,11.0,False,Ferrari,0 days 01:11:26.438000,2024-03-02 15:15:08.869,1,5.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:14:42.651000,SAI,55,0 days 00:01:38.030000,9.0,1.0,,,0 days 00:00:30.990000,0 days 00:00:42.868000,0 days 00:00:24.172000,0 days 01:13:35.662000,0 days 01:14:18.530000,0 days 01:14:42.702000,234.0,247.0,285.0,323.0,False,SOFT,12.0,False,Ferrari,0 days 01:13:04.621000,2024-03-02 15:16:47.052,1,5.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:16:20.259000,SAI,55,0 days 00:01:37.608000,10.0,1.0,,,0 days 00:00:30.819000,0 days 00:00:42.638000,0 days 00:00:24.151000,0 days 01:15:13.521000,0 days 01:15:56.159000,0 days 01:16:20.310000,233.0,248.0,287.0,319.0,False,SOFT,13.0,False,Ferrari,0 days 01:14:42.651000,2024-03-02 15:18:25.082,12,5.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:17:57.915000,SAI,55,0 days 00:01:37.656000,11.0,1.0,,,0 days 00:00:31.266000,0 days 00:00:42.386000,0 days 00:00:24.004000,0 days 01:16:51.576000,0 days 01:17:33.962000,0 days 01:17:57.966000,232.0,252.0,280.0,324.0,False,SOFT,14.0,False,Ferrari,0 days 01:16:20.259000,2024-03-02 15:20:02.690,1,3.0,False,,False,True,Bahrain Grand Prix,2024
0 days 01:19:35.565000,SAI,55,0 days 00:01:37.650000,12.0,1.0,,,0 days 00:00:31.089000,0 days 00:00:42.460000,0 days 00:00:24.101000,0 days 01:18:29.055000,0 days 01:19:11.515000,0 days 01:19:35.616000,232.0,248.0,277.0,299.0,False,SOFT,15.0,False,Ferrari,0 days 01:17:57.915000,2024-03-02 15:21:40.346,1,2.0,False,,False,True,Bahrain Grand Prix,2024
